xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_24va_17_5	menschen	Wer dicz menschen housvrowe an	ambiguous	lemma_4082|lemma_44421			
WZB_24va_17_6	housvrowe	dicz menschen housvrowe an ruret	unmatched				
WZB_24va_18_0	an	menschen housvrowe an ruret des	ambiguous	lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570	lemma_199	high	claude
WZB_24va_18_4	des	an ruret des todes wirt	ambiguous	lemma_1097|lemma_1119|lemma_1186			
WZB_24va_18_6	wirt	des todes wirt er sterben	ambiguous	lemma_7489|lemma_7652	lemma_7489	high	claude
WZB_24va_19_0	er	todes wirt er sterben Aber	ambiguous	lemma_1281|lemma_1282|lemma_1517|lemma_25157|lemma_5454|lemma_56116|lemma_56117	lemma_1517	high	claude
WZB_24va_19_4	Aber	er sterben Aber der seete	ambiguous	lemma_18792|lemma_35	lemma_35	high	claude
WZB_24va_19_5	der	sterben Aber der seete in	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_24va_20_0	in	der seete in dem selben	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_24va_20_1	dem	seete in dem selben lande	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_24va_20_5	name	lande vnd name in dem	ambiguous	lemma_4306|lemma_4330			
WZB_24va_21_0	in	vnd name in dem selben	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_24va_21_1	dem	name in dem selben iare	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_24va_21_5	veldige	iare hundert veldige frucht Und	unmatched				
WZB_24va_22_5	herre	Und vnser herre gesegente im	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_24va_23_0	im	herre gesegente im vnd gereicht	ambiguous	lemma_10734|lemma_1517|lemma_1762			
WZB_24va_23_4	gereicht	im vnd gereicht wart der	unmatched				
