xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_74va_25_6	der	der fremde der do ist	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_74va_26_0	do	fremde der do ist czwischen	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_74va_28_4	erde	himel vnd erde vnd das	ambiguous	lemma_1545|lemma_57649	lemma_1545	high	claude
WZB_74va_29_1	das	erde vnd das mer vnd	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_74va_29_2	mer	vnd das mer vnd alles	ambiguous	lemma_3001|lemma_3922|lemma_4034|lemma_4035|lemma_4086|lemma_79808			
WZB_74va_29_6	das	vnd alles das do in	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_74va_30_0	do	alles das do in in	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_74va_30_1	in	das do in in ist	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_74va_30_2	in	do in in ist Und	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_74va_31_0	des	hat gerast des sibenden tages	ambiguous	lemma_1097|lemma_1119|lemma_1186			
WZB_74va_32_2	herre	hat vnser herre gesegent dem	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_74va_33_0	dem	herre gesegent dem heiligen tage	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_74va_34_0	in	vnd hat in geheiligt Ere	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_74va_34_4	Ere	in geheiligt Ere vater vnd	ambiguous	lemma_1281|lemma_1282|lemma_25157|lemma_5454|lemma_57649			
WZB_74va_35_2	das	vnd muter das du lange	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
