xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_129vb_15_5	noch	vorkoufen das noch gelosen mag	ambiguous	lemma_14402|lemma_4281|lemma_4415	lemma_4415	high	claude
WZB_129vb_16_0	gelosen	das noch gelosen mag man	unmatched				
WZB_129vb_16_1	mag	noch gelosen mag man das	ambiguous	lemma_3905|lemma_4240	lemma_4240	high	claude
WZB_129vb_16_2	man	gelosen mag man das Was	ambiguous	lemma_3909|lemma_3957|lemma_3958|lemma_3966			
WZB_129vb_16_3	das	mag man das Was zu	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_129vb_16_6	Was	man das Was zu einem	ambiguous	lemma_29723|lemma_5941|lemma_7505	lemma_7505	high	claude
WZB_129vb_17_2	male	zu einem male wirt geheiligt	ambiguous	lemma_3907|lemma_3908|lemma_3939|lemma_3955|lemma_48083			
WZB_129vb_17_3	wirt	einem male wirt geheiligt ist	ambiguous	lemma_7489|lemma_7652	lemma_7489	high	claude
WZB_129vb_18_2	der	ist heilicheit der heiligen vnsers	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_129vb_19_0	herren	heiligen vnsers herren Und alle	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
WZB_129vb_19_5	vlehunge	Und alle vlehunge die man	unmatched				
WZB_129vb_20_0	die	alle vlehunge die man opfert	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_129vb_20_1	man	vlehunge die man opfert mag	ambiguous	lemma_3909|lemma_3957|lemma_3958|lemma_3966			
WZB_129vb_20_5	mag	man opfert mag nicht geloset	ambiguous	lemma_3905|lemma_4240	lemma_4240	high	claude
WZB_129vb_20_7	geloset	mag nicht geloset werden von	unmatched				
WZB_129vb_21_0	werden	nicht geloset werden von dem	ambiguous	lemma_62628|lemma_7489|lemma_7500			
WZB_129vb_21_2	dem	werden von dem menschen NUMERI	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_129vb_21_3	menschen	von dem menschen NUMERI PRIMUS	ambiguous	lemma_4082|lemma_44421	lemma_4082	high	claude
WZB_130ra_1_0	NUMERI	dem menschen NUMERI PRIMUS LIBRUM	unmatched				
WZB_130ra_1_4	LIBRUM	NUMERI PRIMUS LIBRUM svnder des	unmatched				
WZB_130ra_2_1	des	LIBRUM svnder des todes sol	ambiguous	lemma_1097|lemma_1119|lemma_1186			
WZB_130ra_2_4	es	todes sol es sterben Allen	ambiguous	lemma_1762|lemma_38737	lemma_1762	high	claude
WZB_130ra_3_0	czehenden	sterben Allen czehenden der erden	unmatched				
WZB_130ra_3_1	der	Allen czehenden der erden es	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_130ra_3_2	erden	czehenden der erden es sei	ambiguous	lemma_1545|lemma_57649	lemma_1545	high	claude
WZB_130ra_3_5	es	der erden es sei von	ambiguous	lemma_1762|lemma_38737	lemma_1762	high	claude
WZB_130ra_3_6	sei	erden es sei von getreide	ambiguous	lemma_5432|lemma_56116	lemma_5432	high	claude
WZB_130ra_4_4	povmen	oder von povmen der ŏpfil	unmatched				
WZB_130ra_4_5	der	von povmen der ŏpfil sint	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_130ra_5_0	ŏpfil	povmen der ŏpfil sint vnsers	unmatched				
WZB_130ra_5_2	sint	der ŏpfil sint vnsers herren	ambiguous	lemma_5432|lemma_5434|lemma_5496	lemma_5432	high	claude
WZB_130ra_5_4	herren	sint vnsers herren Und die	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
WZB_130ra_6_0	die	herren Und die werden geheiligt	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_130ra_6_1	werden	Und die werden geheiligt Welcher	ambiguous	lemma_62628|lemma_7489|lemma_7500			
WZB_130ra_7_0	aber	geheiligt Welcher aber wŏlle lŏsen	ambiguous	lemma_18792|lemma_35	lemma_35	high	claude
WZB_130ra_7_1	wŏlle	Welcher aber wŏlle lŏsen seinen	unmatched				
WZB_130ra_7_2	lŏsen	aber wŏlle lŏsen seinen czehenden	unmatched				
WZB_130ra_7_4	czehenden	lŏsen seinen czehenden der gebe	unmatched				
WZB_130ra_8_1	der	seinen czehenden der gebe zu	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_130ra_8_2	gebe	czehenden der gebe zu ir	ambiguous	lemma_13306|lemma_1961	lemma_1961	high	claude
WZB_130ra_8_4	ir	gebe zu ir funftes teil	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117			
WZB_130ra_8_5	funftes	zu ir funftes teil Allerlei	unmatched				
WZB_130ra_8_6	teil	ir funftes teil Allerlei czehenden	ambiguous	lemma_6041|lemma_6042	lemma_6041	high	claude
WZB_130ra_9_1	czehenden	teil Allerlei czehenden die vnder	unmatched				
WZB_130ra_9_2	die	Allerlei czehenden die vnder der	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_130ra_9_4	der	die vnder der ruten des	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_130ra_10_0	ruten	vnder der ruten des hirtens	ambiguous	lemma_27304|lemma_5033			
WZB_130ra_10_1	des	der ruten des hirtens geen	ambiguous	lemma_1097|lemma_1119|lemma_1186			
WZB_130ra_10_2	hirtens	ruten des hirtens geen des	unmatched				
WZB_130ra_10_4	des	hirtens geen des schafes vnd	ambiguous	lemma_1097|lemma_1119|lemma_1186			
