xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_74vb_18_5	rede	zu Du rede vns zu	ambiguous	lemma_4826|lemma_4830			
WZB_74vb_19_4	wolln	vnd wir wolln dich hŏren	unmatched				
WZB_74vb_20_0	hŏren	wolln dich hŏren Nicht rede	unmatched				
WZB_74vb_20_4	rede	hŏren Nicht rede vns vnser	ambiguous	lemma_4826|lemma_4830			
WZB_74vb_21_0	herre	vns vnser herre czu das	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_74vb_21_4	das	herre czu das wir leicht	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_74vb_22_4	sprach	sterben Und sprach tho ho	ambiguous	lemma_5692|lemma_5693	lemma_5693	high	claude
WZB_74vb_24_0	ho	sprach tho ho bzde thoho	ambiguous	lemma_22402|lemma_2866			
WZB_74vb_25_0	bzde	tho ho bzde thoho EXO	unmatched				
WZB_74vb_26_0	thoho	ho bzde thoho EXO zu	unmatched				
WZB_75ra_1_0	EXO	bzde thoho EXO zu dem	unmatched				
WZB_75ra_2_1	dem	EXO zu dem volke Nicht	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_75ra_2_6	vŏrchtet	volke Nicht vŏrchtet euch Wenne	unmatched				
WZB_75ra_3_4	dorumbe	euch Wenne dorumbe das euch	unmatched				
WZB_75ra_3_6	das	Wenne dorumbe das euch got	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_75ra_4_1	prufte	euch got prufte so ist	unmatched				
WZB_75ra_4_5	her	so ist her komen vnd	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825			
WZB_75ra_5_1	das	komen vnd das sein vorchte	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_75ra_5_2	sein	vnd das sein vorchte in	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432			
WZB_75ra_5_3	vorchte	das sein vorchte in euch	ambiguous	lemma_7201|lemma_7298			
WZB_75ra_5_4	in	sein vorchte in euch sei	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_75ra_6_0	sei	in euch sei vnd das	ambiguous	lemma_5432|lemma_56116			
WZB_75ra_6_2	das	sei vnd das ir nicht	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_75ra_6_3	ir	vnd das ir nicht svndigte	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117			
WZB_75ra_6_5	svndigte	ir nicht svndigte Und das	unmatched				
WZB_75ra_7_1	das	svndigte Und das volk stunt	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_75ra_7_3	stunt	das volk stunt von verrens	ambiguous	lemma_5710|lemma_5842			
WZB_75ra_7_5	verrens	stunt von verrens aber gink	unmatched				
WZB_75ra_8_2	aber	von verrens aber gink hin	ambiguous	lemma_18792|lemma_35	lemma_35	high	claude
WZB_75ra_9_2	in	hin zu in den nebil	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_75ra_9_6	in	den nebil in dem do	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_75ra_9_7	dem	nebil in dem do got	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_75ra_9_8	do	in dem do got was	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_75ra_10_0	was	do got was Und dorumme	ambiguous	lemma_29723|lemma_5941|lemma_7505	lemma_7505	high	claude
WZB_75ra_11_0	herre	dorumme vnser herre sprach zu	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_75ra_11_1	sprach	vnser herre sprach zu Das	ambiguous	lemma_5692|lemma_5693	lemma_5693	high	claude
WZB_75ra_11_5	Das	sprach zu Das sage Ir	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_75ra_12_0	sage	zu Das sage Ir habt	ambiguous	lemma_5061|lemma_51510			
WZB_75ra_13_0	Ir	Das sage Ir habt gesehen	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117			
WZB_75ra_13_5	das	habt gesehen das ich euch	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_75ra_14_3	hab	himel zu hab gesprochen Nicht	ambiguous	lemma_2593|lemma_2598			
WZB_75ra_15_2	silbereine	Nicht machet silbereine gŏte noch	unmatched				
WZB_75ra_15_3	gŏte	machet silbereine gŏte noch guldeine	unmatched				
WZB_75ra_16_0	noch	silbereine gŏte noch guldeine gote	ambiguous	lemma_14402|lemma_4281|lemma_4415	lemma_4415	high	claude
WZB_75ra_16_1	guldeine	gŏte noch guldeine gote machet	unmatched				
WZB_75ra_17_3	Einen	machet euch Einen alter von	ambiguous	lemma_1331|lemma_31353			
WZB_75ra_17_4	alter	euch Einen alter von erden	ambiguous	lemma_155|lemma_156			
WZB_75ra_17_6	erden	alter von erden machet mir	ambiguous	lemma_1545|lemma_57649			
WZB_75ra_18_4	dorouf	vnd opfert dorouf gancz enczuntes	unmatched				
WZB_75ra_19_1	enczuntes	dorouf gancz enczuntes opfer vnd	unmatched				
