xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_199rb_19_0	iungen	in der iungen funden ist	ambiguous	lemma_3157|lemma_3162			
WZB_199rb_19_1	funden	der iungen funden ist der	ambiguous	lemma_7081|lemma_76280	lemma_7081	high	claude
WZB_199rb_19_3	der	funden ist der magtum ous	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_199rb_19_4	magtum	ist der magtum ous sullen	unmatched				
WZB_199rb_20_2	sie	ous sullen sie sie stosen	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_199rb_20_3	sie	sullen sie sie stosen ous	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_199rb_20_4	stosen	sie sie stosen ous ires	unmatched				
WZB_199rb_21_0	ires	stosen ous ires vaters hous	ambiguous	lemma_5454|lemma_56116			
WZB_199va_1_0	DEUTRO	vnd myt DEUTRO steinen erwerfen	unmatched				
WZB_199va_2_1	erwerfen	DEUTRO steinen erwerfen die man	unmatched				
WZB_199va_2_2	die	steinen erwerfen die man irr	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_199va_2_3	man	erwerfen die man irr stat	ambiguous	lemma_3909|lemma_3957|lemma_3958|lemma_3966			
WZB_199va_3_0	stat	man irr stat vnd wirt	ambiguous	lemma_5710|lemma_5732	lemma_5732	high	claude
WZB_199va_3_2	wirt	stat vnd wirt sterben wenne	ambiguous	lemma_7489|lemma_7652	lemma_7489	high	claude
WZB_199va_4_0	sie	sterben wenne sie begangen hat	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_199va_4_3	vnczimlichkeit	begangen hat vnczimlichkeit in so	unmatched				
WZB_199va_5_0	in	hat vnczimlichkeit in so das	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_199va_5_3	das	in so das sie vnkeuschte	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_199va_5_4	sie	so das sie vnkeuschte in	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_199va_5_5	vnkeuschte	das sie vnkeuschte in dem	unmatched				
WZB_199va_6_0	in	sie vnkeuschte in dem house	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_199va_6_1	dem	vnkeuschte in dem house irs	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_199va_6_2	house	in dem house irs vaters	unmatched				
WZB_199va_6_3	irs	dem house irs vaters vnd	ambiguous	lemma_14006|lemma_48563|lemma_5454|lemma_56116|lemma_56951|lemma_58160			
WZB_199va_7_3	das	heb ouf das pose von	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_199va_8_7	das	mitte Ist das ein man	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_199va_8_8	ein	Ist das ein man slefet	ambiguous	lemma_119|lemma_13|lemma_1331|lemma_2975	lemma_1331	high	claude
WZB_199va_9_0	man	das ein man slefet mit	ambiguous	lemma_3909|lemma_3957|lemma_3958|lemma_3966			
WZB_199va_9_3	eines	slefet mit eines andern housvrowe	ambiguous	lemma_1331|lemma_1336			
WZB_199va_10_0	housvrowe	eines andern housvrowe beide sullen	unmatched				
WZB_199va_10_4	sie	beide sullen sie sterben das	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_199va_11_2	das	sie sterben das ist der	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_199va_11_4	der	das ist der ebrecher vnd	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_199va_12_1	die	ebrecher vnd die ebrecherinne vnd	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_199va_13_2	das	heb ouf das pose von	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_199va_14_2	das	von Ist das im ein	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_199va_14_3	im	Ist das im ein iunge	ambiguous	lemma_10734|lemma_1517|lemma_1762			
WZB_199va_14_4	ein	das im ein iunge iuncvrowe	ambiguous	lemma_119|lemma_13|lemma_1331|lemma_2975	lemma_1331	high	claude
WZB_199va_15_0	vortrewet	iunge iuncvrowe vortrewet ein man	unmatched				
WZB_199va_15_1	ein	iuncvrowe vortrewet ein man vnd	ambiguous	lemma_119|lemma_13|lemma_1331|lemma_2975	lemma_1331	high	claude
WZB_199va_15_2	man	vortrewet ein man vnd vindet	ambiguous	lemma_3909|lemma_3957|lemma_3958|lemma_3966			
WZB_199va_16_2	die	vnd vindet die ymant in	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
