xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_136vb_31_1	war	wider vor war sol her	ambiguous	lemma_51509|lemma_5961|lemma_7325|lemma_7338|lemma_7505			
WZB_136vb_31_3	her	war sol her tŏten zu	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825	lemma_1517	high	claude
WZB_136vb_31_4	tŏten	sol her tŏten zu einem	unmatched				
WZB_136vb_32_0	opfer	zu einem opfer der friedsamen	ambiguous	lemma_4488|lemma_4489	lemma_4488	high	claude
WZB_136vb_32_1	der	einem opfer der friedsamen vnserm	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_136vb_32_2	friedsamen	opfer der friedsamen vnserm herren	unmatched				
WZB_136vb_33_0	herren	friedsamen vnserm herren Opfernde ouch	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
WZB_136vb_33_3	Opfernde	vnserm herren Opfernde ouch do	unmatched				
WZB_136vb_33_5	do	Opfernde ouch do mit den	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_136vb_34_1	korp	mit den korp der oster	unmatched				
WZB_136vb_34_2	der	den korp der oster brot	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_136vb_34_3	oster	korp der oster brot Und	ambiguous	lemma_4450|lemma_4452			
WZB_136vb_35_0	die	brot Und die opfer speise	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_136vb_35_1	opfer	Und die opfer speise die	ambiguous	lemma_4488|lemma_4489	lemma_4488	high	claude
WZB_136vb_35_5	die	opfer speise die man von	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_136vb_35_6	man	speise die man von rechte	ambiguous	lemma_3909|lemma_3957|lemma_3958|lemma_3966			
WZB_136vb_36_0	rechte	man von rechte sol opfern	ambiguous	lemma_4840|lemma_4913	lemma_4840	high	claude
WZB_136vb_37_0	man	Denne sol man bescheren vor	ambiguous	lemma_3909|lemma_3957|lemma_3958|lemma_3966			
WZB_136vb_37_3	der	bescheren vor der ture NUM	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_136vb_37_4	ture	vor der ture NUM des	ambiguous	lemma_6266|lemma_6272			
WZB_137ra_2_0	des	ture NUM des geczeldis des	ambiguous	lemma_1097|lemma_1119|lemma_1186			
WZB_137ra_2_1	geczeldis	NUM des geczeldis des gelubdes	unmatched		lemma_2361	high	claude
WZB_137ra_2_2	des	des geczeldis des gelubdes den	ambiguous	lemma_1097|lemma_1119|lemma_1186			
WZB_137ra_3_0	nazareer	gelubdes den nazareer von dem	unmatched				
WZB_137ra_3_2	dem	nazareer von dem gehere seiner	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_137ra_3_3	gehere	von dem gehere seiner heiligunge	unmatched				
WZB_137ra_4_5	der	ouf sol der priester heben	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_137ra_5_1	das	priester heben das har vnd	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_137ra_5_2	har	heben das har vnd lege	ambiguous	lemma_18113|lemma_2590|lemma_2761|lemma_2762|lemma_29842			
WZB_137ra_5_5	lege	har vnd lege das ouf	ambiguous	lemma_3674|lemma_3770	lemma_3674	high	claude
WZB_137ra_6_0	das	vnd lege das ouf das	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_137ra_6_2	das	das ouf das fewer das	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_137ra_6_6	das	das fewer das do ist	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_137ra_6_7	do	fewer das do ist vnder	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_137ra_7_2	der	vnder gelegt der heilicheit opfer	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_137ra_7_4	opfer	der heilicheit opfer der friedsamen	ambiguous	lemma_4488|lemma_4489	lemma_4488	high	claude
WZB_137ra_8_0	der	heilicheit opfer der friedsamen vnd	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_137ra_8_1	friedsamen	opfer der friedsamen vnd die	unmatched				
WZB_137ra_8_4	die	friedsamen vnd die gekochte schulder	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_137ra_8_5	gekochte	vnd die gekochte schulder des	unmatched				
WZB_137ra_9_1	des	gekochte schulder des widers v	ambiguous	lemma_1097|lemma_1119|lemma_1186			
WZB_137ra_10_1	einen	v vnd einen gesowerteigten kuchen	ambiguous	lemma_1331|lemma_31353	lemma_1331	high	claude
WZB_137ra_10_2	gesowerteigten	vnd einen gesowerteigten kuchen ous	unmatched				
WZB_137ra_11_1	dem	kuchen ous dem korbe Und	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_137ra_11_5	einen	korbe Und einen oster vladen	ambiguous	lemma_1331|lemma_31353	lemma_1331	high	claude
WZB_137ra_12_0	oster	Und einen oster vladen vnd	ambiguous	lemma_4450|lemma_4452			
WZB_137ra_12_1	vladen	einen oster vladen vnd gebe	unmatched				
WZB_137ra_12_4	gebe	vladen vnd gebe das in	ambiguous	lemma_13306|lemma_1961	lemma_1961	high	claude
WZB_137ra_12_5	das	vnd gebe das in die	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_137ra_12_6	in	gebe das in die hende	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
