xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_94va_15_1	genetem	gebleichet mit genetem mancher hande	unmatched				
WZB_94va_16_0	gevŏgiltem	mancher hande gevŏgiltem werke vnderscheiden	unmatched				
WZB_94va_16_2	vnderscheiden	gevŏgiltem werke vnderscheiden Und vir	unmatched				
WZB_94va_17_2	vir	vnderscheiden Und vir seulen von	ambiguous	lemma_40212|lemma_7063|lemma_7292|lemma_7643			
WZB_94va_17_3	seulen	Und vir seulen von sethimischem	unmatched				
WZB_94va_17_5	sethimischem	seulen von sethimischem holcze die	unmatched				
WZB_94va_18_2	die	sethimischem holcze die her mit	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_94va_18_3	her	holcze die her mit den	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825			
WZB_94va_19_1	houbten	mit den houbten vorgulte giessende	unmatched				
WZB_94va_19_3	giessende	houbten vorgulte giessende in silbereine	unmatched				
WZB_94va_20_0	in	vorgulte giessende in silbereine grunde	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_94va_20_1	silbereine	giessende in silbereine grunde Ouch	unmatched				
WZB_94va_21_0	machte	grunde Ouch machte her einen	ambiguous	lemma_3917|lemma_3937|lemma_4240			
WZB_94va_21_1	her	Ouch machte her einen vorhank	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825			
WZB_94va_21_2	einen	machte her einen vorhank in	ambiguous	lemma_1331|lemma_31353			
WZB_94va_21_3	vorhank	her einen vorhank in dem	unmatched				
WZB_94va_22_0	in	einen vorhank in dem eingange	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_94va_22_1	dem	vorhank in dem eingange des	ambiguous	lemma_1097|lemma_1119			
WZB_94va_22_2	eingange	in dem eingange des geczeldis	unmatched				
WZB_94va_22_3	des	dem eingange des geczeldis von	ambiguous	lemma_1097|lemma_1119|lemma_1186			
WZB_94va_22_4	geczeldis	eingange des geczeldis von iacincten	unmatched				
WZB_94va_23_1	iacincten	geczeldis von iacincten vnd von	unmatched				
WZB_94va_23_4	purpern	vnd von purpern vnd von	unmatched				
WZB_94va_24_2	gewurmeltem	vnd von gewurmeltem von czwir	unmatched				
WZB_94va_25_2	gebleichter	von czwir gebleichter pfelle von	unmatched				
WZB_94va_26_1	geneter	pfelle von geneter gevogilter kvnst	unmatched				
WZB_94va_26_2	gevogilter	von geneter gevogilter kvnst Und	unmatched				
WZB_94va_26_3	kvnst	geneter gevogilter kvnst Und funf	unmatched				
WZB_94va_27_2	seulen	Und funf seulen mit irn	unmatched				
WZB_94va_27_4	irn	seulen mit irn hovbten die	ambiguous	lemma_5454|lemma_56116			
WZB_94va_27_5	hovbten	mit irn hovbten die her	unmatched				
WZB_94va_28_1	die	irn hovbten die her bedakte	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_94va_28_2	her	hovbten die her bedakte mit	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825			
WZB_94va_28_3	bedakte	die her bedakte mit gold	unmatched				
WZB_94va_29_1	ir	gold Und ir grunde gos	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117			
WZB_94va_29_4	her	grunde gos her erein vnd	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825			
WZB_94va_29_5	erein	gos her erein vnd vbirlegte	unmatched				
WZB_94va_30_1	vbirlegte	erein vnd vbirlegte sie mit	unmatched				
WZB_94va_30_2	sie	vnd vbirlegte sie mit golde	ambiguous	lemma_5432|lemma_5454|lemma_56116			
WZB_94va_32_0	machte	golde Und machte ouch ein	ambiguous	lemma_3917|lemma_3937|lemma_4240			
WZB_94va_33_0	ein	machte ouch ein arche von	ambiguous	lemma_119|lemma_13|lemma_1331|lemma_2975			
WZB_94va_33_3	sethimischem	arche von sethimischem holcze die	unmatched				
WZB_94va_34_3	die	sethimischem holcze die do hatte	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_94va_34_4	do	holcze die do hatte czwu	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_94va_34_7	dovme	hatte czwu dovme elen in	unmatched				
WZB_94va_35_1	in	dovme elen in die lenge	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_94va_35_2	die	elen in die lenge vnd	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_94va_35_3	lenge	in die lenge vnd ein	ambiguous	lemma_3705|lemma_3706			
WZB_94va_35_5	ein	lenge vnd ein halbe Und	ambiguous	lemma_119|lemma_13|lemma_1331|lemma_2975			
WZB_94va_36_3	in	halbe Und in die breite	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
