xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_198va_24_1	gesvndet	ein mensch gesvndet das her	unmatched				
WZB_198va_24_3	das	mensch gesvndet das her des	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_198va_24_4	her	gesvndet das her des todes	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825	lemma_1517	high	claude
WZB_198va_25_0	des	das her des todes sol	ambiguous	lemma_1097|lemma_1119|lemma_1186			
WZB_198va_25_4	werden	sol gepeinigt werden vnd gevrteilet	ambiguous	lemma_62628|lemma_7489|lemma_7500			
WZB_198va_26_1	gevrteilet	werden vnd gevrteilet dem tode	unmatched				
WZB_198va_26_2	dem	vnd gevrteilet dem tode wirt	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_198va_27_1	wirt	dem tode wirt gehangen an	ambiguous	lemma_7489|lemma_7652	lemma_7489	high	claude
WZB_198va_27_3	an	wirt gehangen an den galgen	ambiguous	lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570	lemma_199	high	claude
WZB_198va_29_0	sein	sol bleiben sein toter leip	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432			
WZB_198va_29_3	an	toter leip an dem holcze	ambiguous	lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570	lemma_199	high	claude
WZB_198va_29_4	dem	leip an dem holcze vnd	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_198va_30_3	vormeilige	mit nichte vormeilige dein erde	unmatched				
WZB_198va_31_1	erde	vormeilige dein erde die dein	ambiguous	lemma_1545|lemma_57649	lemma_1545	high	claude
WZB_198va_31_4	die	dein erde die dein herre	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_198va_31_6	herre	die dein herre got dir	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_198va_32_0	dir	herre got dir wirt geben	ambiguous	lemma_1169|lemma_1242	lemma_1242	high	claude
WZB_198va_32_1	wirt	got dir wirt geben zu	ambiguous	lemma_7489|lemma_7652	lemma_7489	high	claude
WZB_198va_32_4	besiczunge	geben zu besiczunge icht saltu	unmatched		lemma_44139	high	claude
WZB_198va_36_0	sein	bruders oder sein schaf irren	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432			
WZB_198va_36_1	schaf	oder sein schaf irren vnd	ambiguous	lemma_5143|lemma_5153	lemma_5143	high	claude
WZB_198va_36_4	solt	irren vnd solt vorgen svnder	ambiguous	lemma_5608|lemma_5609	lemma_5608	high	claude
WZB_198va_37_2	fure	vorgen svnder fure sie wider	ambiguous	lemma_6761|lemma_7108|lemma_7283|lemma_7292			
WZB_198va_37_3	sie	svnder fure sie wider NOMIUS	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_198va_37_4	wider	fure sie wider NOMIUS deinem	ambiguous	lemma_12326|lemma_7557	lemma_7557	high	claude
WZB_198vb_1_0	NOMIUS	sie wider NOMIUS deinem bruder	unmatched				
WZB_198vb_2_5	ob	bruder Ouch ob her nicht	ambiguous	lemma_4457|lemma_67820|lemma_9329	lemma_9329	high	claude
WZB_198vb_2_6	her	Ouch ob her nicht sei	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825	lemma_1517	high	claude
WZB_198vb_3_0	sei	her nicht sei dein nahner	ambiguous	lemma_5432|lemma_56116	lemma_5432	high	claude
WZB_198vb_3_2	nahner	sei dein nahner bruder noch	unmatched				
WZB_198vb_3_6	noch	nahner bruder noch enkennest in	ambiguous	lemma_14402|lemma_4281|lemma_4415	lemma_4415	high	claude
WZB_198vb_4_0	enkennest	bruder noch enkennest in nicht	unmatched				
WZB_198vb_4_1	in	noch enkennest in nicht so	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_198vb_4_6	fure	nicht so fure sie in	ambiguous	lemma_6761|lemma_7108|lemma_7283|lemma_7292			
WZB_198vb_4_7	sie	so fure sie in dein	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_198vb_4_8	in	fure sie in dein hous	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_198vb_5_6	dir	bleiben bei dir also lange	ambiguous	lemma_1169|lemma_1242	lemma_1242	high	claude
WZB_198vb_6_3	bis	also lange bis sie bruder	ambiguous	lemma_10651|lemma_5432|lemma_9197	lemma_10651	high	claude
WZB_198vb_6_4	sie	lange bis sie bruder suche	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_198vb_6_6	suche	sie bruder suche vnd sie	ambiguous	lemma_11369|lemma_5903			
WZB_198vb_7_1	sie	suche vnd sie neme Semlichen	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_198vb_7_6	tu	neme Semlichen tu mit dem	ambiguous	lemma_1242|lemma_6301			
WZB_198vb_8_0	dem	tu mit dem esil vnd	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_198vb_8_4	dem	vnd mit dem gewande vnd	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_198vb_8_5	gewande	mit dem gewande vnd mit	ambiguous	lemma_2331|lemma_7479			
WZB_198vb_9_3	dinge	mit allem dinge deines b	ambiguous	lemma_1164|lemma_1165	lemma_1164	high	claude
WZB_198vb_10_2	das	b bruders das her vorleuset	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_198vb_10_3	her	bruders das her vorleuset Ist	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825	lemma_1517	high	claude
WZB_198vb_10_4	vorleuset	das her vorleuset Ist das	unmatched				
WZB_198vb_11_0	das	vorleuset Ist das du das	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
