xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_101rb_32_7	gepot	wider die gepot vnsers herren	ambiguous	lemma_1971|lemma_1978			
WZB_101rb_33_1	herren	gepot vnsers herren ist Und	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
WZB_101rb_34_0	vornvmen	Und dornach vornvmen hat seine	unmatched				
WZB_101rb_34_2	seine	vornvmen hat seine svnde so	ambiguous	lemma_1517|lemma_19022|lemma_5377			
WZB_101rb_35_5	sie	so opfern sie ein kalp	ambiguous	lemma_5432|lemma_5454|lemma_56116			
WZB_101rb_35_6	ein	opfern sie ein kalp vor	ambiguous	lemma_119|lemma_13|lemma_1331|lemma_2975			
WZB_101rb_36_1	die	kalp vor die svnde vnd	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_101rb_36_5	furen	svnde vnd furen das zu	ambiguous	lemma_6761|lemma_7283			
WZB_101rb_36_6	das	vnd furen das zu der	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_101rb_37_1	der	das zu der tur des	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_101rb_37_2	tur	zu der tur des geczeldis	ambiguous	lemma_6099|lemma_6266|lemma_6272			
WZB_101rb_37_3	des	der tur des geczeldis U	ambiguous	lemma_1097|lemma_1119|lemma_1186			
WZB_101rb_37_4	geczeldis	tur des geczeldis U LEUITICUS	unmatched				
WZB_101rb_37_7	U	des geczeldis U LEUITICUS Und	ambiguous	lemma_2|lemma_56117			
WZB_101va_1_0	LEUITICUS	geczeldis U LEUITICUS Und die	unmatched				
WZB_101va_2_1	die	LEUITICUS Und die alden legen	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_101va_2_2	alden	Und die alden legen ir	ambiguous	lemma_155|lemma_21980|lemma_68768|lemma_7961|lemma_7962			
WZB_101va_2_3	legen	die alden legen ir hende	ambiguous	lemma_16149|lemma_3674|lemma_3770			
WZB_101va_2_4	ir	alden legen ir hende ouf	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117			
WZB_101va_3_1	des	hende ouf des kalbis houbte	ambiguous	lemma_1097|lemma_1119|lemma_1186			
WZB_101va_3_2	kalbis	ouf des kalbis houbte vor	unmatched				
WZB_101va_4_1	herren	vor vnserm herren Und tŏten	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
WZB_101va_4_4	tŏten	herren Und tŏten das kalp	unmatched				
WZB_101va_5_0	das	Und tŏten das kalp in	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_101va_5_2	in	das kalp in der angesichte	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_101va_5_3	der	kalp in der angesichte vnsers	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_101va_6_1	herren	angesichte vnsers herren Und ein	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
WZB_101va_6_5	ein	herren Und ein trage der	ambiguous	lemma_119|lemma_13|lemma_1331|lemma_2975			
WZB_101va_6_6	trage	Und ein trage der priester	ambiguous	lemma_6169|lemma_6171			
WZB_101va_7_0	der	ein trage der priester der	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_101va_7_3	der	der priester der do ist	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_101va_7_4	do	priester der do ist gekrezsemt	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_101va_7_6	gekrezsemt	do ist gekrezsemt von seinem	unmatched				
WZB_101va_8_2	blute	von seinem blute in das	ambiguous	lemma_775|lemma_776			
WZB_101va_8_4	in	seinem blute in das geczelt	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_101va_8_5	das	blute in das geczelt des	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_101va_9_0	geczelt	in das geczelt des geczeuknusse	ambiguous	lemma_2361|lemma_7793			
WZB_101va_9_1	des	das geczelt des geczeuknusse vnd	ambiguous	lemma_1097|lemma_1119|lemma_1186			
WZB_101va_9_2	geczeuknusse	geczelt des geczeuknusse vnd stoze	unmatched				
WZB_101va_10_3	dor	seinen vinger dor ein vnd	ambiguous	lemma_1055|lemma_8055			
WZB_101va_10_4	ein	vinger dor ein vnd sprenge	ambiguous	lemma_119|lemma_13|lemma_1331|lemma_2975			
WZB_101va_11_3	gegen	sprenge sibenstunt gegen dem vorhange	ambiguous	lemma_11822|lemma_2007			
WZB_101va_12_0	dem	sibenstunt gegen dem vorhange vnd	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_101va_12_1	vorhange	gegen dem vorhange vnd lege	unmatched				
WZB_101va_12_5	lege	vorhange vnd lege von dem	ambiguous	lemma_3674|lemma_3770			
WZB_101va_13_1	dem	lege von dem selben blute	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_101va_13_3	blute	dem selben blute ouf die	ambiguous	lemma_775|lemma_776			
WZB_101va_14_0	die	blute ouf die horner des	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_101va_14_1	horner	ouf die horner des alters	unmatched				
WZB_101va_14_2	des	die horner des alters der	ambiguous	lemma_1097|lemma_1119|lemma_1186			
