xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_231ra_8_1	czeuhet	vnd durch czeuhet gegen dem	unmatched		lemma_7861	high	claude
WZB_231ra_8_2	gegen	durch czeuhet gegen dem mere	ambiguous	lemma_11822|lemma_2007	lemma_2007	high	claude
WZB_231ra_8_3	dem	czeuhet gegen dem mere in	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_231ra_8_4	mere	gegen dem mere in dem	ambiguous	lemma_3922|lemma_4034|lemma_4035|lemma_4086			
WZB_231ra_9_0	in	dem mere in dem tal	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_231ra_9_1	dem	mere in dem tal des	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_231ra_9_2	tal	in dem tal des vnd	ambiguous	lemma_11955|lemma_6010	lemma_6010	high	claude
WZB_231ra_9_3	des	dem tal des vnd sein	ambiguous	lemma_1097|lemma_1119|lemma_1186			
WZB_231ra_9_5	sein	des vnd sein ous geen	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432			
WZB_231ra_10_2	sint	ous geen sint in Das	ambiguous	lemma_5432|lemma_5434|lemma_5496	lemma_5432	high	claude
WZB_231ra_10_3	in	geen sint in Das ist	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472			
WZB_231ra_10_6	Das	sint in Das ist di	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_231ra_10_8	di	Das ist di besiczung des	ambiguous	lemma_1119|lemma_1139	lemma_1139	high	claude
WZB_231ra_10_9	besiczung	ist di besiczung des geslechtis	unmatched				
WZB_231ra_11_0	des	di besiczung des geslechtis der	ambiguous	lemma_1097|lemma_1119|lemma_1186			
WZB_231ra_11_2	der	des geslechtis der kinder durch	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_231ra_11_5	ire	kinder durch ire gesinde di	ambiguous	lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_231ra_11_8	di	ire gesinde di stete die	ambiguous	lemma_1119|lemma_1139	lemma_1139	high	claude
