xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_229vb_12_3	gegen	steigt ab gegen vnd czeuhet	ambiguous	lemma_11822|lemma_2007	lemma_2007	high	claude
WZB_229vb_13_1	czeuhet	gegen vnd czeuhet gegen V	unmatched		lemma_7861	high	claude
WZB_229vb_13_2	gegen	vnd czeuhet gegen V vnd	ambiguous	lemma_11822|lemma_2007	lemma_2007	high	claude
WZB_229vb_14_2	gegen	vnd kvmet gegen norden des	ambiguous	lemma_11822|lemma_2007	lemma_2007	high	claude
WZB_229vb_14_4	des	gegen norden des teiles zu	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_229vb_15_2	der	teiles zu der seiten vnd	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_229vb_15_3	seiten	zu der seiten vnd hat	ambiguous	lemma_5061|lemma_5378|lemma_5435	lemma_5378	high	claude
WZB_229vb_16_1	sich	vnd hat sich geneiget gegen	ambiguous	lemma_42100|lemma_5366|lemma_5445|lemma_5455	lemma_5445	high	claude
WZB_229vb_16_3	gegen	sich geneiget gegen vnd czeuhet	ambiguous	lemma_11822|lemma_2007	lemma_2007	high	claude
WZB_229vb_16_5	czeuhet	gegen vnd czeuhet zu dem	unmatched		lemma_7861	high	claude
WZB_229vb_16_7	dem	czeuhet zu dem perge vnd	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_229vb_18_2	des	Und mit des grosen meris	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_229vb_18_5	ende	grosen meris ende gegen westen	ambiguous	lemma_1396|lemma_1402|lemma_6467	lemma_1396	high	claude
WZB_229vb_19_0	gegen	meris ende gegen westen wirt	ambiguous	lemma_11822|lemma_2007	lemma_2007	high	claude
WZB_229vb_19_1	westen	ende gegen westen wirt es	ambiguous	lemma_7506|lemma_7672	lemma_7506	high	claude
WZB_229vb_19_2	wirt	gegen westen wirt es vorslossen	ambiguous	lemma_7489|lemma_7652	lemma_7489	high	claude
WZB_229vb_19_3	es	westen wirt es vorslossen Das	ambiguous	lemma_1762|lemma_38737	lemma_1762	high	claude
WZB_229vb_19_4	vorslossen	wirt es vorslossen Das sint	unmatched		lemma_6956	high	claude
WZB_229vb_20_2	Das	es vorslossen Das sint die	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_229vb_20_3	sint	vorslossen Das sint die creisse	ambiguous	lemma_5432|lemma_5434|lemma_5496	lemma_5432	high	claude
WZB_229vb_20_4	die	Das sint die creisse in	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_229vb_20_5	creisse	sint die creisse in dem	unmatched		lemma_3453	high	claude
WZB_229vb_20_6	in	die creisse in dem vmringe	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_229vb_20_7	dem	creisse in dem vmringe in	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_229vb_20_8	vmringe	in dem vmringe in irn	unmatched		lemma_6433	high	claude
WZB_229vb_20_9	in	dem vmringe in irn magscheften	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_229vb_20_10	irn	vmringe in irn magscheften vorwar	ambiguous	lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_229vb_20_11	magscheften	in irn magscheften vorwar dem	unmatched				
WZB_229vb_21_2	vorwar	irn magscheften vorwar dem svne	ambiguous	lemma_7014|lemma_8989	lemma_8989	high	claude
WZB_229vb_21_4	dem	magscheften vorwar dem svne gab	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_229vb_22_2	gab	dem svne gab her teile	ambiguous	lemma_1839|lemma_1961	lemma_1961	high	claude
