xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_99vb_15_0	heilcheit	opfert der heilcheit opfer vnserm	unmatched				
WZB_99vb_15_1	opfer	der heilcheit opfer vnserm herren	ambiguous	lemma_4488|lemma_4489	lemma_4488	high	claude
WZB_99vb_15_3	herren	opfer vnserm herren Semil wirt	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
WZB_99vb_16_0	Semil	vnserm herren Semil wirt sein	unmatched				
WZB_99vb_16_1	wirt	herren Semil wirt sein opfer	ambiguous	lemma_7489|lemma_7652	lemma_7489	high	claude
WZB_99vb_16_2	sein	Semil wirt sein opfer vnd	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432	lemma_1517	medium	claude
WZB_99vb_16_3	opfer	wirt sein opfer vnd ŏl	ambiguous	lemma_4488|lemma_4489	lemma_4488	high	claude
WZB_99vb_16_6	ŏl	opfer vnd ŏl sol her	unmatched		lemma_4455	high	claude
WZB_99vb_17_1	her	ŏl sol her giessen dor	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825	lemma_1517	high	claude
WZB_99vb_17_3	dor	her giessen dor ouf vnd	ambiguous	lemma_1055|lemma_8055	lemma_1055	high	claude
WZB_99vb_18_0	lege	ouf vnd lege dor czu	ambiguous	lemma_3674|lemma_3770	lemma_3674	high	claude
WZB_99vb_18_1	dor	vnd lege dor czu weirouch	ambiguous	lemma_1055|lemma_8055	lemma_1055	high	claude
WZB_99vb_18_3	weirouch	dor czu weirouch vnd brenge	unmatched		lemma_7528	high	claude
WZB_99vb_19_0	das	vnd brenge das zu den	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_99vb_19_3	svnen	zu den svnen des priesters	unmatched		lemma_5883	high	claude
WZB_99vb_20_0	des	den svnen des priesters Der	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_99vb_20_4	Der	des priesters Der einer heb	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_99vb_21_1	ein	heb ouf ein hant vol	ambiguous	lemma_119|lemma_13|lemma_1331|lemma_2975	lemma_1331	high	claude
WZB_99vb_21_2	hant	ouf ein hant vol der	ambiguous	lemma_2598|lemma_2640	lemma_2640	high	claude
WZB_99vb_21_4	der	hant vol der semel v	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_99vb_22_1	des	v vnd des oles vnd	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_99vb_22_6	weirouch	gar den weirouch vnd lege	unmatched		lemma_7528	high	claude
WZB_99vb_23_2	lege	weirouch vnd lege das in	ambiguous	lemma_3674|lemma_3770	lemma_3674	high	claude
WZB_99vb_23_3	das	vnd lege das in ein	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_99vb_23_4	in	lege das in ein gedechtnusse	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_99vb_23_5	ein	das in ein gedechtnusse ouf	ambiguous	lemma_119|lemma_13|lemma_1331|lemma_2975	lemma_1331	high	claude
WZB_99vb_24_3	alter	ouf den alter zu einem	ambiguous	lemma_155|lemma_156	lemma_156	high	claude
WZB_99vb_25_2	ruche	einem suzen ruche vnserm h	ambiguous	lemma_31613|lemma_5021	lemma_31613	high	claude
WZB_99vb_26_0	herren	vnserm h herren Was aber	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
WZB_99vb_26_3	Was	h herren Was aber des	ambiguous	lemma_29723|lemma_5941|lemma_7505	lemma_7505	high	claude
WZB_99vb_26_4	aber	herren Was aber des andern	ambiguous	lemma_18792|lemma_35	lemma_35	high	claude
WZB_99vb_26_5	des	Was aber des andern ist	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_99vb_27_2	der	ist von der heilicheit opfer	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_99vb_27_4	opfer	der heilicheit opfer das wirt	ambiguous	lemma_4488|lemma_4489	lemma_4488	high	claude
WZB_99vb_28_0	das	heilicheit opfer das wirt vnd	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_99vb_28_1	wirt	opfer das wirt vnd seiner	ambiguous	lemma_7489|lemma_7652	lemma_7489	high	claude
WZB_99vb_29_2	der	svne heilicheit der heiligen von	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_99vb_30_4	herren	opfern vnserm herren Wenne du	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
WZB_99vb_31_3	du	herren Wenne du aber opferst	ambiguous	lemma_1139|lemma_1180|lemma_1241|lemma_1242	lemma_1242	high	claude
WZB_99vb_31_4	aber	Wenne du aber opferst gekochte	ambiguous	lemma_18792|lemma_35	lemma_35	high	claude
WZB_99vb_32_0	gekochte	aber opferst gekochte opfer der	unmatched		lemma_3391	high	claude
