xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_34rb_23_7	bis	vnd sweig bis das sie	ambiguous	lemma_10651|lemma_5432|lemma_9197	lemma_10651	high	claude
WZB_34rb_23_8	das	sweig bis das sie quamen	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_34rb_24_0	sie	bis das sie quamen Aber	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_34rb_24_4	Aber	sie quamen Aber ous gink	ambiguous	lemma_18792|lemma_35	lemma_35	high	claude
WZB_34rb_25_3	das	gink vater das er redte	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_34rb_25_4	er	vater das er redte mit	ambiguous	lemma_1281|lemma_1282|lemma_1517|lemma_25157|lemma_5454|lemma_56116|lemma_56117	lemma_1517	high	claude
WZB_34rb_27_0	sein	Und secht sein svne quamen	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432	lemma_1517	medium	claude
WZB_34rb_27_4	dem	quamen von dem acker Und	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_34rb_28_3	do	acker Und do sie horten	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_34rb_28_4	sie	Und do sie horten was	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_34rb_28_7	was	sie horten was do geschehen	ambiguous	lemma_29723|lemma_5941|lemma_7505	lemma_7505	high	claude
WZB_34rb_29_0	do	horten was do geschehen was	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_34rb_29_2	was	do geschehen was do wurden	ambiguous	lemma_29723|lemma_5941|lemma_7505	lemma_7505	high	claude
WZB_34rb_29_4	do	geschehen was do wurden sie	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_34rb_30_0	sie	do wurden sie gar czornig	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_34rb_30_6	das	czornig dorumb das er ein	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_34rb_31_0	er	dorumb das er ein schemlich	ambiguous	lemma_1281|lemma_1282|lemma_1517|lemma_25157|lemma_5454|lemma_56116|lemma_56117	lemma_1517	high	claude
WZB_34rb_31_1	ein	das er ein schemlich dinck	ambiguous	lemma_119|lemma_13|lemma_1331|lemma_2975	lemma_1331	high	claude
WZB_34rb_32_1	in	hette geworcht in vnd beraubt	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_34rb_33_1	irs	beraubt hette irs maitumes die	ambiguous	lemma_14006|lemma_48563|lemma_5454|lemma_56116|lemma_56951|lemma_58160	lemma_58160	high	claude
WZB_34rb_33_2	maitumes	hette irs maitumes die tochter	unmatched				
WZB_34rb_34_0	die	irs maitumes die tochter herren	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_34rb_34_2	herren	die tochter herren Und hette	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
