xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_146ra_5_0	an	oder wenig an der czal	ambiguous	lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570	lemma_199	high	claude
WZB_146ra_5_1	der	wenig an der czal oder	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_146ra_5_4	mer	czal oder mer ist Und	ambiguous	lemma_3001|lemma_3922|lemma_4034|lemma_4035|lemma_4086|lemma_79808			
WZB_146ra_6_0	ob	ist Und ob die erde	ambiguous	lemma_4457|lemma_67820|lemma_9329	lemma_9329	high	claude
WZB_146ra_6_1	die	Und ob die erde gut	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_146ra_6_2	erde	ob die erde gut ist	ambiguous	lemma_1545|lemma_57649	lemma_1545	high	claude
WZB_146ra_6_3	gut	die erde gut ist oder	ambiguous	lemma_2551|lemma_2573	lemma_2573	high	claude
WZB_146ra_7_1	die	pose Welcherlei die stete gemowert	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_146ra_7_2	stete	Welcherlei die stete gemowert oder	ambiguous	lemma_5713|lemma_5732	lemma_5732	high	claude
WZB_146ra_7_3	gemowert	die stete gemowert oder ane	unmatched				
WZB_146ra_8_1	ane	gemowert oder ane mowern sint	ambiguous	lemma_13|lemma_199|lemma_210	lemma_13	high	claude
WZB_146ra_8_2	mowern	oder ane mowern sint die	unmatched		lemma_4220	high	claude
WZB_146ra_8_3	sint	ane mowern sint die erde	ambiguous	lemma_5432|lemma_5434|lemma_5496	lemma_5432	high	claude
WZB_146ra_8_5	die	mowern sint die erde ob	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_146ra_8_6	erde	sint die erde ob die	ambiguous	lemma_1545|lemma_57649	lemma_1545	high	claude
WZB_146ra_9_0	ob	die erde ob die veist	ambiguous	lemma_4457|lemma_67820|lemma_9329	lemma_9329	high	claude
WZB_146ra_9_1	die	erde ob die veist sei	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_146ra_9_3	sei	die veist sei oder vnfruchtber	ambiguous	lemma_5432|lemma_56116	lemma_5432	high	claude
WZB_146ra_9_5	vnfruchtber	sei oder vnfruchtber pusch echt	unmatched		lemma_22850	high	claude
WZB_146ra_10_3	ane	echt oder ane povme S	ambiguous	lemma_13|lemma_199|lemma_210	lemma_13	high	claude
WZB_146ra_10_4	povme	oder ane povme S Stercket	unmatched		lemma_820	high	claude
WZB_146ra_10_7	S	ane povme S Stercket euch	ambiguous	lemma_1119|lemma_2	lemma_2	high	claude
WZB_146ra_11_3	brengt	euch vnd brengt vns von	unmatched				
WZB_146ra_12_3	der	den fruchten der erden Aber	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_146ra_12_4	erden	fruchten der erden Aber es	ambiguous	lemma_1545|lemma_57649	lemma_1545	high	claude
WZB_146ra_12_7	Aber	der erden Aber es was	ambiguous	lemma_18792|lemma_35	lemma_35	high	claude
WZB_146ra_13_0	es	erden Aber es was zu	ambiguous	lemma_1762|lemma_38737	lemma_1762	high	claude
WZB_146ra_13_1	was	Aber es was zu den	ambiguous	lemma_29723|lemma_5941|lemma_7505	lemma_7505	high	claude
WZB_146ra_13_7	man	czeiten so man nv vberczeitige	ambiguous	lemma_3909|lemma_3957|lemma_3958|lemma_3966	lemma_3958	low	claude
WZB_146ra_14_0	vberczeitige	man nv vberczeitige trouben mochte	unmatched				
WZB_146ra_14_1	trouben	nv vberczeitige trouben mochte essen	unmatched		lemma_15282	high	claude
WZB_146ra_15_0	essen	trouben mochte essen Und do	ambiguous	lemma_1726|lemma_1764	lemma_1764	high	claude
WZB_146ra_15_4	do	essen Und do sie ouf	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_146ra_15_5	sie	Und do sie ouf waren	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_146ra_15_7	waren	sie ouf waren geczogen do	ambiguous	lemma_7338|lemma_7505	lemma_7505	high	claude
WZB_146ra_16_2	do	waren geczogen do durch spehten	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_146ra_16_4	spehten	do durch spehten sie die	unmatched				
WZB_146ra_16_5	sie	durch spehten sie die erde	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_146ra_16_6	die	spehten sie die erde von	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_146ra_17_0	erde	sie die erde von vncz	ambiguous	lemma_1545|lemma_57649	lemma_1545	high	claude
WZB_146ra_18_1	bis	von vncz bis zu als	ambiguous	lemma_10651|lemma_5432|lemma_9197	lemma_10651	high	claude
WZB_146ra_18_5	man	zu als man ein czeucht	ambiguous	lemma_3909|lemma_3957|lemma_3958|lemma_3966	lemma_3958	low	claude
WZB_146ra_18_6	ein	als man ein czeucht zu	ambiguous	lemma_119|lemma_13|lemma_1331|lemma_2975	lemma_1331	high	claude
WZB_146ra_19_0	czeucht	man ein czeucht zu Aber	unmatched		lemma_7861	high	claude
WZB_146ra_19_4	Aber	czeucht zu Aber ouff czugen	ambiguous	lemma_18792|lemma_35	lemma_35	high	claude
WZB_146ra_19_5	ouff	zu Aber ouff czugen sie	unmatched		lemma_6330	high	claude
WZB_146ra_20_0	czugen	Aber ouff czugen sie gegen	unmatched		lemma_7861	high	claude
WZB_146ra_20_1	sie	ouff czugen sie gegen mittem	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_146ra_20_2	gegen	czugen sie gegen mittem tage	ambiguous	lemma_11822|lemma_2007	lemma_2007	high	claude
WZB_146ra_21_4	do	zu da do waren vnd	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
