xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_106va_18_0	nam	herren Ouch nam her das	ambiguous	lemma_4306|lemma_4330	lemma_4330	high	claude
WZB_106va_18_1	her	Ouch nam her das brustil	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825	lemma_1517	high	claude
WZB_106va_18_2	das	nam her das brustil vnd	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_106va_18_3	brustil	her das brustil vnd hub	unmatched		lemma_909	high	claude
WZB_106va_19_0	das	vnd hub das ouf vor	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_106va_19_4	herren	vor vnserm herren von dem	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
WZB_106va_20_1	dem	herren von dem wider der	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_106va_20_2	wider	von dem wider der weihunge	ambiguous	lemma_12326|lemma_7557	lemma_7557	high	claude
WZB_106va_20_3	der	dem wider der weihunge in	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_106va_20_4	weihunge	wider der weihunge in sein	unmatched		lemma_44080	high	claude
WZB_106va_21_0	in	der weihunge in sein teil	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_106va_21_1	sein	weihunge in sein teil als	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432	lemma_1517	medium	claude
WZB_106va_21_2	teil	in sein teil als im	ambiguous	lemma_6041|lemma_6042	lemma_6041	high	claude
WZB_106va_21_5	im	teil als im gepoten hette	ambiguous	lemma_10734|lemma_1517|lemma_1762	lemma_1517	medium	claude
WZB_106va_21_6	gepoten	als im gepoten hette vnser	ambiguous	lemma_1971|lemma_1978	lemma_1971	high	claude
WZB_106va_22_1	herre	hette vnser herre Und nam	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_106va_22_5	nam	herre Und nam die salbe	ambiguous	lemma_4306|lemma_4330	lemma_4330	high	claude
WZB_106va_22_6	die	Und nam die salbe vnd	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_106va_23_0	salbe	nam die salbe vnd das	ambiguous	lemma_5069|lemma_67911	lemma_5069	high	claude
WZB_106va_23_2	das	salbe vnd das blut das	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_106va_23_3	blut	vnd das blut das do	ambiguous	lemma_770|lemma_775|lemma_776	lemma_775	high	claude
WZB_106va_23_6	das	das blut das do was	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_106va_23_7	do	blut das do was ouf	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_106va_23_8	was	das do was ouf dem	ambiguous	lemma_29723|lemma_5941|lemma_7505	lemma_7505	high	claude
WZB_106va_24_1	dem	was ouf dem alter vnd	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_106va_24_2	alter	ouf dem alter vnd sprengte	ambiguous	lemma_155|lemma_156	lemma_156	high	claude
WZB_106va_24_5	sprengte	alter vnd sprengte das ouf	unmatched				
WZB_106va_25_0	das	vnd sprengte das ouf vnd	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_106va_25_4	sein	vnd ouf sein gewant vnd	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432	lemma_1517	medium	claude
WZB_106va_26_0	gewant	ouf sein gewant vnd ouf	ambiguous	lemma_2331|lemma_7479	lemma_2331	high	claude
WZB_106va_26_4	sein	vnd ouf sein svne vnd	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432	lemma_1517	medium	claude
WZB_106va_27_2	ir	vnd ouf ir gewant Und	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_106va_27_3	gewant	ouf ir gewant Und do	ambiguous	lemma_2331|lemma_7479	lemma_2331	high	claude
WZB_106va_27_7	do	gewant Und do her sie	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_106va_28_0	her	Und do her sie geheiligt	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825	lemma_1517	high	claude
WZB_106va_28_1	sie	do her sie geheiligt hette	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_106va_29_0	ire	hette vnd ire wat do	ambiguous	lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_106va_29_1	wat	vnd ire wat do gepot	ambiguous	lemma_5941|lemma_7342	lemma_7342	high	claude
