xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_97va_31_7	di	die tafeln di rigil die	ambiguous	lemma_1119|lemma_1139	lemma_1139	high	claude
WZB_97va_31_8	rigil	tafeln di rigil die seulen	unmatched				
WZB_97va_32_0	die	di rigil die seulen vnd	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_97va_32_1	seulen	rigil die seulen vnd die	unmatched		lemma_5855	high	claude
WZB_97va_32_3	die	seulen vnd die grunde di	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_97va_32_6	di	die grunde di vbirdecken von	ambiguous	lemma_1119|lemma_1139	lemma_1139	high	claude
WZB_97va_33_0	vbirdecken	grunde di vbirdecken von den	unmatched				
WZB_97va_33_3	gerŏten	von den gerŏten widers heuten	unmatched				
WZB_97va_34_1	heuten	gerŏten widers heuten Und die	unmatched		lemma_2939	high	claude
WZB_97va_34_4	die	heuten Und die ander vbir	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_97va_35_3	iacincten	decke von iacincten geverbten heuten	unmatched		lemma_3088	high	claude
WZB_97va_36_0	geverbten	von iacincten geverbten heuten den	unmatched		lemma_7018	high	claude
WZB_97va_36_1	heuten	iacincten geverbten heuten den vor	unmatched		lemma_2939	high	claude
WZB_97vb_1_0	DUS	den vor DUS hank die	ambiguous	lemma_21148|lemma_8073	lemma_2	high	claude
WZB_97vb_2_0	hank	vor DUS hank die arche	unmatched				
WZB_97vb_2_2	die	DUS hank die arche die	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_97vb_2_5	die	die arche die rigel der	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_97vb_2_7	der	die rigel der genaden tafel	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_97vb_2_8	genaden	rigel der genaden tafel Den	ambiguous	lemma_2110|lemma_2111	lemma_2110	high	claude
WZB_97vb_4_0	gevese	mit seinen gevese vnd mit	unmatched				
WZB_97vb_4_6	des	den broten des vorsaczes Den	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_97vb_5_0	vorsaczes	broten des vorsaczes Den leuchter	unmatched				
WZB_97vb_5_4	leuchter	vorsaczes Den leuchter die lucernen	unmatched		lemma_27678	high	claude
WZB_97vb_5_6	die	Den leuchter die lucernen vnd	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_97vb_5_7	lucernen	leuchter die lucernen vnd ir	unmatched		lemma_15569	high	claude
WZB_97vb_6_1	ir	lucernen vnd ir gerete mit	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_97vb_6_2	gerete	vnd ir gerete mit dem	unmatched		lemma_2149	high	claude
WZB_97vb_6_4	dem	gerete mit dem ŏl Den	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_97vb_7_0	ŏl	mit dem ŏl Den guldeinen	unmatched		lemma_4455	high	claude
WZB_97vb_7_4	guldeinen	ŏl Den guldeinen alter vnd	unmatched		lemma_68928	high	claude
WZB_97vb_7_5	alter	Den guldeinen alter vnd die	ambiguous	lemma_155|lemma_156	lemma_156	high	claude
WZB_97vb_8_0	die	alter vnd die salbe vnd	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_97vb_8_1	salbe	vnd die salbe vnd die	ambiguous	lemma_5069|lemma_67911	lemma_5069	high	claude
WZB_97vb_8_3	die	salbe vnd die thimiamisch confecte	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_97vb_8_4	thimiamisch	vnd die thimiamisch confecte von	unmatched		lemma_11856	high	claude
WZB_97vb_9_0	confecte	die thimiamisch confecte von wurczen	unmatched				
WZB_97vb_10_0	vorhank	Und den vorhank in dem	unmatched		lemma_30875	high	claude
WZB_97vb_10_1	in	den vorhank in dem eingange	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_97vb_10_2	dem	vorhank in dem eingange des	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_97vb_10_3	eingange	in dem eingange des geczeldis	unmatched		lemma_3034	high	claude
WZB_97vb_10_4	des	dem eingange des geczeldis Den	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_97vb_11_0	geczeldis	eingange des geczeldis Den ereinen	unmatched		lemma_2361	high	claude
WZB_97vb_11_4	ereinen	geczeldis Den ereinen alter ł	unmatched		lemma_1285	high	claude
WZB_97vb_11_5	alter	Den ereinen alter ł rost	ambiguous	lemma_155|lemma_156	lemma_156	high	claude
WZB_97vb_11_8	ł	ereinen alter ł rost rigel	unmatched				
WZB_97vb_12_0	rost	alter ł rost rigel vnd	ambiguous	lemma_4953|lemma_4977	lemma_4977	high	claude
WZB_97vb_12_4	seine	vnd alle seine vas ł	ambiguous	lemma_1517|lemma_19022|lemma_5377	lemma_5377	high	claude
WZB_97vb_12_8	ł	seine vas ł Den wasser	unmatched				
WZB_97vb_14_3	Die	seinem grunde Die vmhenge des	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_97vb_14_4	vmhenge	grunde Die vmhenge des ł	unmatched		lemma_9487	medium	claude
