xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_21rb_12_6	arm	ouf den arm vnd gab	ambiguous	lemma_285|lemma_286			
WZB_21rb_13_1	gab	arm vnd gab im trincken	ambiguous	lemma_1839|lemma_1961	lemma_1961	high	claude
WZB_21rb_13_2	im	vnd gab im trincken Und	ambiguous	lemma_10734|lemma_1517|lemma_1762	lemma_1517	medium	claude
WZB_21rb_13_7	do	trincken Und do er getranck	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_21rb_14_0	er	Und do er getranck do	ambiguous	lemma_1281|lemma_1282|lemma_1517|lemma_25157|lemma_5454|lemma_56116|lemma_56117	lemma_1517	high	claude
WZB_21rb_14_1	getranck	do er getranck do sprach	ambiguous	lemma_6175|lemma_6207			
WZB_21rb_14_3	do	er getranck do sprach sie	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_21rb_14_4	sprach	getranck do sprach sie aber	ambiguous	lemma_5692|lemma_5693	lemma_5693	high	claude
WZB_21rb_14_5	sie	do sprach sie aber Und	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_21rb_14_6	aber	sprach sie aber Und ouch	ambiguous	lemma_18792|lemma_35	lemma_35	high	claude
WZB_21rb_15_4	wil	deinen cameln wil ich wasser	ambiguous	lemma_7473|lemma_7529|lemma_7620	lemma_7473	high	claude
WZB_21rb_16_4	bis	wasser schepfen bis das sie	ambiguous	lemma_10651|lemma_5432|lemma_9197	lemma_10651	high	claude
WZB_21rb_16_5	das	schepfen bis das sie alle	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_21rb_16_6	sie	bis das sie alle getrincken	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_21rb_18_2	in	den krug in das gerinne	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_21rb_18_3	das	krug in das gerinne vnd	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_21rb_19_2	dem	lief zu dem brvnne so	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_21rb_19_6	das	brvnne so das sie wasser	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_21rb_19_7	sie	so das sie wasser schapfte	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_21rb_20_1	schapfte	sie wasser schapfte vnd schapfte	unmatched				
WZB_21rb_20_4	schapfte	schapfte vnd schapfte vnd gab	unmatched				
WZB_21rb_21_1	gab	schapfte vnd gab allen camelen	ambiguous	lemma_1839|lemma_1961	lemma_1961	high	claude
WZB_21rb_21_3	camelen	gab allen camelen aber gener	unmatched		lemma_13480	high	claude
WZB_21rb_21_6	aber	allen camelen aber gener sach	ambiguous	lemma_18792|lemma_35	lemma_35	high	claude
WZB_21rb_22_1	sach	aber gener sach sie an	ambiguous	lemma_5046|lemma_5062|lemma_5366	lemma_5366	high	claude
WZB_21rb_22_2	sie	gener sach sie an swigende	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_21rb_22_3	an	sach sie an swigende -	ambiguous	lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570	lemma_199	high	claude
WZB_21rb_22_6	-	an swigende - W GENE	unmatched				
WZB_21va_1_0	GENE	- W GENE vnd wolde	unmatched		lemma_2	high	claude
WZB_21va_2_4	ob	wolde ervarn ob vnser herre	ambiguous	lemma_4457|lemma_67820|lemma_9329	lemma_9329	high	claude
WZB_21va_2_6	herre	ob vnser herre gelucklich het	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_21va_3_0	gelucklich	vnser herre gelucklich het seinen	unmatched				
WZB_21va_5_1	do	Dornach dorumb do getruncken heten	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_21va_6_0	die	getruncken heten die camelen do	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_21va_6_1	camelen	heten die camelen do czoch	unmatched		lemma_13480	high	claude
WZB_21va_6_4	do	die camelen do czoch der	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_21va_6_6	der	do czoch der man her	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_21va_6_7	man	czoch der man her fur	ambiguous	lemma_3909|lemma_3957|lemma_3958|lemma_3966	lemma_3958	low	claude
WZB_21va_7_0	her	der man her fur czwen	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825	lemma_1517	high	claude
