xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_75va_22_4	gen	sust ous gen an gelt	ambiguous	lemma_1844|lemma_1961|lemma_2007	lemma_2007	high	claude
WZB_75va_22_5	an	ous gen an gelt wer	ambiguous	lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570	lemma_199	high	claude
WZB_75va_23_0	wer	an gelt wer einen menschen	ambiguous	lemma_5918|lemma_5961|lemma_7482|lemma_7496|lemma_7505|lemma_7643	lemma_7482	high	claude
WZB_75va_23_1	einen	gelt wer einen menschen slecht	ambiguous	lemma_1331|lemma_31353	lemma_1331	high	claude
WZB_75va_23_2	menschen	wer einen menschen slecht v	ambiguous	lemma_4082|lemma_44421	lemma_4082	high	claude
WZB_75va_23_3	slecht	einen menschen slecht v vnd	ambiguous	lemma_5525|lemma_5532	lemma_5525	high	claude
WZB_75va_24_1	wil	v vnd wil in vorterben	ambiguous	lemma_7473|lemma_7529|lemma_7620	lemma_7473	high	claude
WZB_75va_24_2	in	vnd wil in vorterben des	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_75va_24_6	des	in vorterben des todes sol	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_75va_25_1	er	todes sol er sterben Wer	ambiguous	lemma_1281|lemma_1282|lemma_1517|lemma_25157|lemma_5454|lemma_56116|lemma_56117	lemma_1517	high	claude
WZB_75va_25_5	Wer	er sterben Wer aber sein	ambiguous	lemma_5918|lemma_5961|lemma_7482|lemma_7496|lemma_7505|lemma_7643	lemma_7482	high	claude
WZB_75va_25_6	aber	sterben Wer aber sein nicht	ambiguous	lemma_18792|lemma_35	lemma_35	high	claude
WZB_75va_26_0	sein	Wer aber sein nicht gelaget	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432	lemma_1517	medium	claude
WZB_75va_27_2	in	got hat in in sein	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_75va_27_3	in	hat in in sein hant	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_75va_27_4	sein	in in sein hant gegeben	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432	lemma_1517	medium	claude
WZB_75va_27_5	hant	in sein hant gegeben dem	ambiguous	lemma_2598|lemma_2640	lemma_2640	high	claude
WZB_75va_28_2	dem	hant gegeben dem wil ich	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_75va_28_3	wil	gegeben dem wil ich seczen	ambiguous	lemma_7473|lemma_7529|lemma_7620	lemma_7473	high	claude
WZB_75va_29_0	stat	seczen eyne stat wo her	ambiguous	lemma_5710|lemma_5732	lemma_5732	high	claude
WZB_75va_29_3	her	stat wo her hin vlihen	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825	lemma_1517	high	claude
WZB_75va_29_9	WWer	vlihen sol WWer mit neitlicher	unmatched				
WZB_75va_30_1	neitlicher	WWer mit neitlicher begerunge verterbet	unmatched				
WZB_75va_32_0	lagunge	vnd mit lagunge Von meinem	unmatched				
WZB_75va_32_5	alter	Von meinem alter nim in	ambiguous	lemma_155|lemma_156	lemma_156	high	claude
WZB_75va_33_1	in	alter nim in so das	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_75va_33_4	das	in so das er sterbe	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_75va_33_5	er	so das er sterbe wer	ambiguous	lemma_1281|lemma_1282|lemma_1517|lemma_25157|lemma_5454|lemma_56116|lemma_56117	lemma_1517	high	claude
WZB_75va_33_9	wer	er sterbe wer do stilt	ambiguous	lemma_5918|lemma_5961|lemma_7482|lemma_7496|lemma_7505|lemma_7643	lemma_7482	high	claude
WZB_75va_34_0	do	sterbe wer do stilt einen	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_75va_34_2	einen	do stilt einen menschen vnd	ambiguous	lemma_1331|lemma_31353	lemma_1331	high	claude
WZB_75va_34_3	menschen	stilt einen menschen vnd vorkoufet	ambiguous	lemma_4082|lemma_44421	lemma_4082	high	claude
WZB_75va_35_1	in	vnd vorkoufet in vnd wirt	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_75va_35_4	wirt	in vnd wirt der schult	ambiguous	lemma_7489|lemma_7652	lemma_7489	high	claude
WZB_75va_35_5	der	vnd wirt der schult vberwunden	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_75va_36_0	schult	wirt der schult vberwunden des	ambiguous	lemma_5332|lemma_5608	lemma_5332	high	claude
WZB_75va_36_4	des	schult vberwunden des todes sol	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_75va_37_1	her	todes sol her sterben Der	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825	lemma_1517	high	claude
WZB_75va_37_5	Der	her sterben Der do flu	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_75va_37_6	do	sterben Der do flu DUS	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_75vb_1_0	DUS	do flu DUS chet seinem	ambiguous	lemma_21148|lemma_8073	lemma_2	high	claude
WZB_75vb_2_0	chet	flu DUS chet seinem vater	unmatched				
WZB_75vb_3_2	des	seiner muter des todes sol	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_75vb_3_5	her	todes sol her sterben Ist	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825	lemma_1517	high	claude
WZB_75vb_4_2	das	sterben Ist das zu kriege	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_75vb_4_5	werden	zu kriege werden man vnd	ambiguous	lemma_62628|lemma_7489|lemma_7500	lemma_7489	high	claude
WZB_75vb_4_6	man	kriege werden man vnd der	ambiguous	lemma_3909|lemma_3957|lemma_3958|lemma_3966	lemma_3958	low	claude
WZB_75vb_5_1	der	man vnd der ander slecht	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
