xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_151rb_13_2	nyme	czu vnd nyme von in	unmatched				
WZB_151rb_14_1	in	nyme von in ruten ycliche	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_151rb_14_2	ruten	von in ruten ycliche von	ambiguous	lemma_27304|lemma_5033	lemma_5033	high	claude
WZB_151rb_14_3	ycliche	in ruten ycliche von irem	unmatched		lemma_3006	high	claude
WZB_151rb_15_0	irem	ycliche von irem geslechte von	ambiguous	lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_151rb_16_0	der	allen fursten der geslechte czwelf	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_151rb_16_3	ruten	geslechte czwelf ruten vnd eines	ambiguous	lemma_27304|lemma_5033	lemma_5033	high	claude
WZB_151rb_17_1	eines	ruten vnd eines yclichen namen	ambiguous	lemma_1331|lemma_1336	lemma_1331	high	claude
WZB_151rb_17_3	namen	eines yclichen namen schreib ouf	ambiguous	lemma_4306|lemma_4308|lemma_4330	lemma_4306	high	claude
WZB_151rb_18_3	ruten	ouf seiner ruten aber der	ambiguous	lemma_27304|lemma_5033	lemma_5033	high	claude
WZB_151rb_18_6	aber	seiner ruten aber der namen	ambiguous	lemma_18792|lemma_35	lemma_35	high	claude
WZB_151rb_19_0	der	ruten aber der namen wirt	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_151rb_19_1	namen	aber der namen wirt in	ambiguous	lemma_4306|lemma_4308|lemma_4330	lemma_4306	high	claude
WZB_151rb_19_2	wirt	der namen wirt in dem	ambiguous	lemma_7489|lemma_7652	lemma_7489	high	claude
WZB_151rb_19_3	in	namen wirt in dem geslechte	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_151rb_20_0	dem	wirt in dem geslechte Und	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_151rb_20_4	ein	geslechte Und ein rute alle	ambiguous	lemma_119|lemma_13|lemma_1331|lemma_2975	lemma_1331	high	claude
WZB_151rb_21_0	rute	Und ein rute alle ire	unmatched		lemma_5033	high	claude
WZB_151rb_21_2	ire	rute alle ire geslechte wirt	ambiguous	lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_151rb_21_4	wirt	ire geslechte wirt NUM behalden	ambiguous	lemma_7489|lemma_7652	lemma_7489	high	claude
WZB_151va_2_4	lege	behalden Und lege sie in	ambiguous	lemma_3674|lemma_3770	lemma_3674	high	claude
WZB_151va_2_5	sie	Und lege sie in das	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_151va_2_6	in	lege sie in das geczelt	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_151va_2_7	das	sie in das geczelt des	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_151va_3_0	geczelt	in das geczelt des gelubdis	ambiguous	lemma_2361|lemma_7793	lemma_2361	high	claude
WZB_151va_3_1	des	das geczelt des gelubdis vor	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_151va_3_2	gelubdis	geczelt des gelubdis vor das	unmatched				
WZB_151va_3_4	das	gelubdis vor das geczeuknusse do	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_151va_4_0	geczeuknusse	vor das geczeuknusse do ich	unmatched		lemma_2367	high	claude
WZB_151va_4_2	do	das geczeuknusse do ich zu	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_151va_4_5	dir	ich zu dir rede Welchen	ambiguous	lemma_1169|lemma_1242	lemma_1242	high	claude
WZB_151va_4_6	rede	zu dir rede Welchen ich	ambiguous	lemma_4826|lemma_4830	lemma_4826	high	claude
WZB_151va_6_1	des	den erwele des rute die	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_151va_6_2	rute	erwele des rute die wirt	unmatched		lemma_5033	high	claude
WZB_151va_6_3	die	des rute die wirt bluen	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_151va_6_4	wirt	rute die wirt bluen vnd	ambiguous	lemma_7489|lemma_7652	lemma_7489	high	claude
WZB_151va_7_1	wil	bluen vnd wil von mir	ambiguous	lemma_7473|lemma_7529|lemma_7620	lemma_7473	high	claude
WZB_151va_7_4	entschuten	von mir entschuten die clage	unmatched				
WZB_151va_8_0	die	mir entschuten die clage mit	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_151va_8_1	clage	entschuten die clage mit den	ambiguous	lemma_3337|lemma_3341	lemma_3337	high	claude
WZB_151va_9_2	sie	mit den sie wider euch	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_151va_9_3	wider	den sie wider euch murmeln	ambiguous	lemma_12326|lemma_7557	lemma_7557	high	claude
WZB_151va_10_4	das	Und redte das zu Und	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_151va_12_3	gaben	alle fursten gaben im ruten	ambiguous	lemma_1839|lemma_1961	lemma_1961	high	claude
WZB_151va_12_4	im	fursten gaben im ruten durch	ambiguous	lemma_10734|lemma_1517|lemma_1762	lemma_1517	medium	claude
WZB_151va_13_0	ruten	gaben im ruten durch ycliche	ambiguous	lemma_27304|lemma_5033	lemma_5033	high	claude
WZB_151va_13_2	ycliche	ruten durch ycliche geslechte; vnd	unmatched		lemma_3006	high	claude
WZB_151va_13_3	geslechte;	durch ycliche geslechte; vnd der	unmatched		lemma_2233	high	claude
WZB_151va_14_1	der	geslechte; vnd der ruten waren	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_151va_14_2	ruten	vnd der ruten waren czwelfe	ambiguous	lemma_27304|lemma_5033	lemma_5033	high	claude
