xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_84ra_2_6	racional	man das racional vnd das	unmatched		lemma_45292	high	claude
WZB_84ra_3_2	das	racional vnd das humeral nicht	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_84ra_3_3	humeral	vnd das humeral nicht muge	unmatched				
WZB_84ra_4_2	ein	muge von ein ander gescheiden	ambiguous	lemma_119|lemma_13|lemma_1331|lemma_2975	lemma_1331	high	claude
WZB_84ra_5_5	die	sol tragen die namen in	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_84ra_6_0	namen	tragen die namen in dem	ambiguous	lemma_4306|lemma_4308|lemma_4330	lemma_4306	high	claude
WZB_84ra_7_0	in	die namen in dem racional	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_84ra_7_1	dem	namen in dem racional des	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_84ra_7_2	racional	in dem racional des gerichtes	unmatched		lemma_45292	high	claude
WZB_84ra_7_3	des	dem racional des gerichtes ouf	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_84ra_8_6	her	brust wenne her ein geet	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825	lemma_1517	high	claude
WZB_84ra_9_0	ein	wenne her ein geet in	ambiguous	lemma_119|lemma_13|lemma_1331|lemma_2975	lemma_1331	high	claude
WZB_84ra_9_2	in	ein geet in die heilicheit	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_84ra_9_3	die	geet in die heilicheit czu	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_84ra_11_0	herren	vor vnserm herren ewiclich Und	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
WZB_84ra_11_6	im	Und secze im das racional	ambiguous	lemma_10734|lemma_1517|lemma_1762	lemma_1517	medium	claude
WZB_84ra_12_0	das	secze im das racional des	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
